,0
1790,406.03265
1791,369.2865
1792,159.98381
1793,12.317864
1794,0.00063347333
1795,0.0012669433
1796,0.00095020834
1797,0.0
1798,0.00031673667
1799,0.0012669467
1800,0.00095021
1801,0.0019004183
1802,0.00316736
1803,0.004434305
1804,0.00570125
1805,0.12447732
1806,23.458128
1807,106.80658
1808,415.83517
1809,659.7475
1810,810.3027
1811,791.0415
1812,419.63867
1813,518.72815
1814,442.64783
1815,395.50433
1816,169.20938
1817,13.296901
1818,0.0
1819,0.0
1820,0.00031673667
1821,0.0
1822,0.009185362
1823,0.0022171517
1824,0.00031673667
1825,0.00031673667
1826,0.0
1827,0.0015836817
1828,0.0015836817
1829,0.16533625
1830,67.157974
1831,275.85284
1832,490.1115
1833,666.56036
1834,619.95935
1835,633.148
1836,526.307
1837,644.673
1838,327.63766
1839,359.54666
1840,93.611435
1841,12.697341
1842,0.00031673667
1843,0.0
1844,0.0
1845,0.0
1846,0.00031673667
1847,0.0
1848,0.001266945
1849,0.0
1850,0.00063347333
1851,0.002850625
1852,0.0025338884
1853,0.20461209
1854,65.02532
1855,141.9056
1856,298.2315
1857,385.26566
1858,262.15732
1859,509.274
1860,466.4905
1861,421.69284
1862,403.6025
1863,374.01532
1864,124.44503
1865,14.279118
1866,0.011085766
1867,0.010769037
1868,0.00031673667
1869,0.00095020834
1870,0.0025338884
1871,0.0034840966
1872,0.0019004167
1873,0.001266945
1874,0.09343703
1875,0.087102436
1876,0.038325008
1877,0.22424915
1878,64.110374
1879,171.07608
1880,541.4813
1881,698.90485
1882,807.77185
1883,855.4892
1884,823.62
1885,741.358
1886,596.3023
1887,384.586
1888,171.6511
1889,10.825109
1890,0.00031673667
1891,0.0072849235
1892,0.0272393
1893,0.06714805
1894,0.043709584
1895,0.027872792
1896,0.015836801
1897,0.049727563
1898,0.0012669433
1899,0.0
1900,0.0
1901,0.17547216
1902,41.291683
1903,188.5785
1904,457.52667
1905,660.49115
1906,597.0388
1907,572.7322
1908,613.14484
1909,506.94318
1910,422.2625
1911,188.24426
1912,71.44431
1913,9.543906
1914,0.0044343015
1915,0.0
1916,0.00031673667
1917,0.0015836817
1918,0.0031673617
1919,0.0012669467
1920,0.00031673667
1921,0.0015836817
1922,0.0038008366
1923,0.07981753
1924,0.00063347333
1925,0.1501329
1926,59.134895
1927,262.65182
1928,370.267
1929,211.42683
1930,436.14282
1931,880.65686
1932,500.53818
1933,672.63416
1934,463.51532
1935,170.80684
1936,94.01362
1937,3.4875793
1938,0.0
1939,0.0022171533
1940,0.00728493
1941,0.01995439
1942,0.00095021
1943,0.017737206
1944,0.05416188
1945,0.09153675
1946,0.0120359715
1947,0.124160536
1948,0.013619646
1949,0.08456858
1950,17.952604
1951,139.793
1952,262.17065
1953,522.065
1954,639.91815
1955,765.76886
1956,455.54834
1957,565.76184
1958,206.64616
1959,149.1955
1960,78.21312
1961,2.8946545
1962,0.006651455
1963,0.0031673617
1964,0.00253389
1965,0.0022171517
1966,0.0015836817
1967,0.001266945
1968,0.004434305
1969,0.002217155
1970,0.002850625
1971,0.0012669467
1972,0.027556056
1973,0.16723669
1974,27.926016
1975,141.93283
1976,314.0005
1977,562.64514
1978,668.918
1979,565.0967
1980,516.2395
1981,538.18164
1982,324.38165
1983,178.0483
1984,96.33183
1985,16.123466
1986,0.001266945
1987,0.0028506233
1988,0.022488287
1989,0.030723404
1990,0.0028506266
1991,0.03579117
1992,0.006651465
1993,0.01963766
1994,0.025338897
1995,0.009818829
1996,0.07443296
1997,0.069365196
1998,33.626957
1999,116.74461
2000,206.65016
2001,511.667
2002,494.59268
2003,462.98483
2004,600.9482
2005,455.45734
2006,399.169
2007,229.39583
2008,48.0489
2009,2.8012197
2010,0.031673618
2011,0.02058785
2012,0.044343065
2013,0.0060179816
2014,0.025022157
2015,0.0015836817
2016,0.014253126
2017,0.066197865
2018,0.09407052
2019,0.022488263
2020,0.028189505
2021,0.4076402
2022,23.626007
2023,176.62277
2024,381.78665
2025,473.68466
2026,370.48083
2027,435.879
2028,358.03168
2029,295.48117
2030,278.252
2031,137.58276
2032,89.63932
2033,5.8624735
2034,0.023755217
2035,0.040858965
2036,0.02565563
2037,0.0
2038,0.00095020834
2039,0.002850625
2040,0.00095021
2041,0.00063347333
2042,0.10864056
2043,0.19605984
2044,0.13176234
2045,0.10420618
2046,26.880165
2047,103.02645
2048,380.67017
2049,352.34885
2050,472.4505
2051,431.82318
2052,440.28284
2053,360.3735
2054,327.13733
2055,286.4635
2056,148.4995
2057,17.424625
2058,0.00031673667
2059,0.00063347333
2060,0.0
2061,0.0
2062,0.0
2063,0.00095021
2064,0.00031673667
2065,0.19542624
2066,0.19605972
2067,0.21538067
2068,0.064297415
2069,0.0351577
2070,59.622543
2071,270.73
2072,465.22516
2073,659.66583
2074,786.4877
2075,843.0085
2076,801.87964
2077,646.40466
2078,442.3355
2079,283.11816
2080,182.2686
2081,8.9449415
2082,0.00031673667
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0038008334
2088,0.00095020834
2089,0.001266945
2090,0.0012669467
2091,0.03547445
2092,0.00696819
2093,0.06588112
2094,59.48313
2095,268.07867
2096,480.34534
2097,613.61816
2098,787.48486
2099,858.2163
2100,796.9918
2101,659.84015
2102,489.00732
2103,447.835
2104,175.04184
2105,13.370086
2106,0.0
2107,0.0
2108,0.001266945
2109,0.0063347165
2110,0.0015836817
2111,0.00760167
2112,0.015836796
2113,0.00095020834
2114,0.0019004183
2115,0.0034840966
2116,0.003484095
2117,0.019320909
2118,36.05538
2119,229.58983
2120,488.78534
2121,708.40814
2122,733.26984
2123,839.8097
2124,850.43066
2125,702.67615
2126,545.19116
2127,356.0285
2128,134.00311
2129,10.168828
2130,0.00031673667
2131,0.0
2132,0.00031673667
2133,0.0
2134,0.00063347165
2135,0.00253389
2136,0.00095020834
2137,0.00063347333
2138,0.07950071
2139,0.08361822
2140,0.034207486
2141,0.15646759
2142,80.61501
2143,239.15683
2144,361.526
2145,585.5447
2146,693.893
2147,814.4995
2148,814.817
2149,626.7985
2150,568.831
2151,422.2715
2152,79.318
2153,7.3410044
2154,0.0
2155,0.0
2156,0.00063347333
2157,0.00095020834
2158,0.00031673667
2159,0.0
2160,0.00095020834
2161,0.0015836817
2162,0.002850625
2163,0.00918535
2164,0.5045605
2165,0.012669445
2166,31.562468
2167,130.72833
2168,255.69234
2169,314.63684
2170,533.55
2171,570.615
2172,830.059
2173,702.6795
2174,462.51416
2175,368.921
2176,152.55887
2177,10.632208
2178,0.0
2179,0.0
2180,0.0
2181,0.00031673667
2182,0.00063347333
2183,0.0
2184,0.0022171533
2185,0.02122133
2186,0.058596134
2187,0.0060179867
2188,0.0019004167
2189,0.13524632
2190,19.66679
2191,183.14822
2192,479.20416
2193,595.633
2194,755.672
2195,769.45966
2196,593.114
2197,468.0875
2198,499.96283
2199,353.043
2200,160.25627
2201,16.976439
2202,0.017103735
2203,0.013936397
2204,0.0
2205,0.00095021
2206,0.0012669433
2207,0.00031673667
2208,0.0034840982
2209,0.0022171517
2210,0.001266945
2211,0.0031673617
2212,0.048777375
2213,0.050044317
2214,54.65503
2215,245.59166
2216,257.257
2217,546.12317
2218,477.513
2219,538.1935
2220,608.403
2221,431.082
2222,495.39282
2223,270.787
2224,44.13435
2225,5.324966
2226,0.0047510467
2227,0.00031673667
2228,0.00063347165
2229,0.0019004183
2230,0.0019004167
2231,0.002850625
2232,0.001266945
2233,0.003800835
2234,0.09723795
2235,0.063347235
2236,0.031356875
2237,0.12289357
2238,57.504448
2239,271.09915
2240,392.16
2241,647.5393
2242,802.32416
2243,746.898
2244,813.558
2245,758.476
2246,557.1105
2247,382.57266
2248,183.7916
2249,15.799766
2250,0.0
2251,0.0
2252,0.0
2253,0.00031673667
2254,0.0
2255,0.00063347333
2256,0.00063347333
2257,0.00031673667
2258,0.0012669433
2259,0.00095021
2260,0.001266945
2261,0.04687698
2262,56.624577
2263,267.17767
2264,481.8425
2265,661.88367
2266,780.9105
2267,742.8718
2268,663.999
2269,741.50616
2270,587.201
2271,392.78568
2272,181.39368
2273,16.06171
2274,0.0
2275,0.0
2276,0.0
2277,0.00031673667
2278,0.00031673667
2279,0.00063347165
2280,0.00063347333
2281,0.0
2282,0.00095020834
2283,0.0019004167
2284,0.0015836817
2285,0.0034841034
2286,55.515755
2287,258.73267
2288,475.15182
2289,657.3118
2290,781.9398
2291,841.7527
2292,825.0405
2293,732.8878
2294,557.4582
2295,387.75067
2296,175.9088
2297,14.583495
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0012669467
2304,0.0
2305,0.0
2306,0.00031673667
2307,0.00095021
2308,0.00063347333
2309,0.044026375
2310,53.99973
2311,256.61334
2312,260.75684
2313,361.00385
2314,573.5392
2315,492.69983
2316,776.0308
2317,551.9272
2318,439.65234
2319,351.285
2320,168.29587
2321,16.52095
2322,0.0
2323,0.0
2324,0.00063347165
2325,0.0
2326,0.00031673667
2327,0.00063347333
2328,0.0
2329,0.00031673667
2330,0.0
2331,0.0
2332,0.00063347165
2333,0.00633472
2334,56.657085
2335,255.17534
2336,482.8155
2337,665.9553
2338,794.4712
2339,856.16833
2340,840.0525
2341,750.5547
2342,602.01636
2343,408.39618
2344,183.03578
2345,14.6655245
2346,0.0
2347,0.0
2348,0.0
2349,0.0
2350,0.00095020834
2351,0.00063347165
2352,0.00031673667
2353,0.00063347333
2354,0.0
2355,0.0015836817
2356,0.0031673582
2357,0.041492376
2358,48.242355
2359,268.23666
2360,474.84567
2361,642.21985
2362,797.08167
2363,711.5365
2364,770.1735
2365,617.81635
2366,479.2505
2367,378.6265
2368,174.1682
2369,16.957428
2370,0.0
2371,0.0
2372,0.0
2373,0.00031673667
2374,0.00031673667
2375,0.0
2376,0.0019004167
2377,0.0
2378,0.00031673667
2379,0.0085518835
2380,0.0053845234
2381,0.019320918
2382,24.428305
2383,150.4588
2384,426.40182
2385,659.1485
2386,782.6483
2387,842.9825
2388,827.982
2389,742.293
2390,599.4873
2391,406.94415
2392,186.76303
2393,17.33719
2394,0.0
2395,0.0
2396,0.00063347165
2397,0.0
2398,0.0
2399,0.0
2400,0.00063347333
2401,0.0012669433
2402,0.13081211
2403,0.024705417
2404,0.20081055
2405,0.23470134
2406,21.323639
2407,103.549164
2408,301.90216
2409,521.86584
2410,513.81433
2411,548.3513
2412,469.44266
2413,424.492
2414,439.53317
2415,257.3015
2416,80.39855
2417,8.46954
2418,0.0031673617
2419,0.018687427
2420,0.034207482
2421,0.03325729
2422,0.00538451
2423,0.0031673617
2424,0.014886595
2425,0.00095020834
2426,0.0
2427,0.0022171533
2428,0.009185349
2429,0.00475105
2430,53.31978
2431,256.72034
2432,474.03583
2433,655.2812
2434,781.7992
2435,842.08984
2436,836.29486
2437,748.69183
2438,497.06317
2439,213.8545
2440,93.61787
2441,17.083492
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.007918406
2447,0.001266945
2448,0.02502214
2449,0.044976544
2450,0.0025338884
2451,0.0028506266
2452,0.002850625
2453,0.06081339
2454,33.56296
2455,245.82266
2456,471.23468
2457,650.7155
2458,780.6168
2459,838.4025
2460,831.8857
2461,763.3508
2462,645.757
2463,294.4755
2464,187.91495
2465,17.45154
2466,0.0
2467,0.0
2468,0.00031673667
2469,0.0
2470,0.00031673667
2471,0.00031673667
2472,0.00031673667
2473,0.00063347333
2474,0.001266945
2475,0.0
2476,0.00063347333
2477,0.00095020834
2478,32.185173
2479,227.58633
2480,472.4285
2481,654.63416
2482,784.008
2483,841.75385
2484,832.20966
2485,755.138
2486,577.107
2487,416.79218
2488,187.51897
2489,17.32515
2490,0.0
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.00063347333
2497,0.00031673667
2498,0.0
2499,0.0
2500,0.0
2501,0.00918535
2502,51.29994
2503,257.353
2504,483.86215
2505,669.3252
2506,790.007
2507,844.1247
2508,838.69916
2509,759.5488
2510,613.1458
2511,415.21317
2512,191.10794
2513,18.415998
2514,0.0
2515,0.0
2516,0.0
2517,0.0
2518,0.00063347333
2519,0.00031673667
2520,0.00031673667
2521,0.00063347333
2522,0.0012669467
2523,0.005701245
2524,0.09628785
2525,0.023755217
2526,42.182064
2527,226.6745
2528,411.43384
2529,655.95
2530,774.97284
2531,844.5345
2532,853.76184
2533,756.467
2534,522.65686
2535,412.7615
2536,158.95702
2537,9.886608
2538,0.0
2539,0.0
2540,0.0
2541,0.0
2542,0.00063347333
2543,0.0022171517
2544,0.00158368
2545,0.059229698
2546,0.0909032
2547,0.02660592
2548,0.05859627
2549,0.14538191
2550,17.90606
2551,227.40135
2552,417.57117
2553,444.281
2554,552.7117
2555,783.6253
2556,693.16736
2557,577.7237
2558,561.6055
2559,380.57816
2560,104.452866
2561,12.621945
2562,0.0
2563,0.0
2564,0.00253389
2565,0.001266945
2566,0.002217155
2567,0.00063347333
2568,0.00158368
2569,0.0
2570,0.00031673667
2571,0.00063347333
2572,0.001266945
2573,0.0044343118
2574,50.7048
2575,258.72318
2576,486.05768
2577,485.78116
2578,567.90186
2579,499.656
2580,465.67532
2581,471.76016
2582,403.98483
2583,299.4455
2584,93.431465
2585,12.2671995
2586,0.010769026
2587,0.0038008334
2588,0.00095021
2589,0.0019004167
2590,0.0015836817
2591,0.0019004183
2592,0.00158368
2593,0.0015836817
2594,0.042759497
2595,0.00095020834
2596,0.00063347333
2597,0.004117573
2598,31.498796
2599,159.93373
2600,289.697
2601,663.0267
2602,446.26917
2603,576.2167
2604,463.1045
2605,401.11432
2606,417.54266
2607,372.6195
2608,135.7759
2609,24.684542
2610,0.016787011
2611,0.00031673667
2612,0.01900415
2613,0.005067775
2614,0.0034840982
2615,0.037691604
2616,0.00031673667
2617,0.3461925
2618,0.11655895
2619,0.13809705
2620,0.13112856
2621,0.198277
2622,17.959263
2623,243.517
2624,383.88034
2625,594.3333
2626,793.301
2627,852.5987
2628,848.81885
2629,766.9948
2630,607.78564
2631,394.61166
2632,211.06683
2633,25.579638
2634,0.0063347165
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.001266945
2640,0.00095020834
2641,0.00095020834
2642,0.012035978
2643,0.048143867
2644,0.0012669433
2645,0.035157725
2646,51.315018
2647,243.78117
2648,356.0345
2649,645.124
2650,567.4508
2651,472.19183
2652,507.25534
2653,361.86966
2654,201.80966
2655,118.5307
2656,41.92955
2657,6.7521887
2658,0.013619653
2659,0.0
2660,0.0
2661,0.00031673667
2662,0.00031673667
2663,0.00095020834
2664,0.00095021
2665,0.00031673667
2666,0.010769024
2667,0.16977054
2668,0.027872784
2669,0.00316736
2670,50.081112
2671,259.9745
2672,474.82516
2673,670.2813
2674,755.0205
2675,763.371
2676,737.933
2677,645.37964
2678,600.2972
2679,368.55084
2680,163.20975
2681,22.975727
2682,0.0
2683,0.0
2684,0.0
2685,0.00158368
2686,0.00158368
2687,0.072532594
2688,0.042125918
2689,0.05352843
2690,0.06714805
2691,0.015836796
2692,0.001266945
2693,0.00158368
2694,52.525654
2695,268.09467
2696,490.47
2697,671.729
2698,781.22736
2699,811.977
2700,689.13885
2701,573.8027
2702,406.73584
2703,374.58884
2704,126.6811
2705,18.06728
2706,0.025655637
2707,0.008868609
2708,0.0
2709,0.00063347333
2710,0.00063347333
2711,0.00031673667
2712,0.0
2713,0.0234385
2714,0.11180779
2715,0.13714689
2716,0.017737212
2717,0.14664876
2718,16.939693
2719,111.9159
2720,316.81915
2721,299.38467
2722,301.39383
2723,384.6715
2724,521.6305
2725,301.04935
2726,297.71216
2727,294.8645
2728,152.25139
2729,13.773907
2730,0.0072849165
2731,0.00475104
2732,0.016470281
2733,0.037374865
2734,0.146332
2735,0.0072849267
2736,0.0604966
2737,0.06683138
2738,0.058279417
2739,0.019637652
2740,0.026605839
2741,0.17737217
2742,22.452824
2743,82.485085
2744,298.66116
2745,501.338
2746,724.3215
2747,740.2393
2748,890.0673
2749,677.69934
2750,475.3405
2751,380.4985
2752,185.44566
2753,18.161655
2754,0.0
2755,0.0
2756,0.0
2757,0.00031673667
2758,0.0031673617
2759,0.00253389
2760,0.0019004167
2761,0.0044343034
2762,0.0015836817
2763,0.00316736
2764,0.00253389
2765,0.10864055
2766,31.664448
2767,126.425
2768,283.27917
2769,377.6525
2770,476.3475
2771,536.00183
2772,415.386
2773,451.06885
2774,365.54218
2775,201.07784
2776,107.022415
2777,7.1360755
2778,0.028506253
2779,0.027872784
2780,0.024071954
2781,0.032307096
2782,0.041492444
2783,0.01868743
2784,0.03895854
2785,0.0570125
2786,0.024705429
2787,0.012352717
2788,0.004434305
2789,0.0123526985
2790,16.82062
2791,73.39698
2792,167.87845
2793,310.088
2794,410.09534
2795,580.8698
2796,621.26434
2797,687.008
2798,570.7477
2799,416.83517
2800,198.03955
2801,14.028562
2802,0.0
2803,0.0
2804,0.0
2805,0.00063347333
2806,0.0
2807,0.001266945
2808,0.0015836833
2809,0.00095021
2810,0.0069681983
2811,0.0034840966
2812,0.0038008334
2813,0.049727514
2814,61.982162
2815,150.70523
2816,191.269
2817,364.767
2818,508.893
2819,566.3102
2820,717.93085
2821,702.1085
2822,641.925
2823,405.55667
2824,205.74724
2825,27.914934
2826,0.0
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,0.00063347333
2832,0.00095020834
2833,0.0044343034
2834,0.00095020834
2835,0.00411757
2836,0.0028506266
2837,0.014886596
2838,48.433746
2839,259.26035
2840,482.68433
2841,664.48236
2842,782.71716
2843,850.5393
2844,829.555
2845,762.8275
2846,515.9855
2847,333.7855
2848,213.16867
2849,17.910172
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.001266945
2856,0.00031673667
2857,0.00031673667
2858,0.00063347333
2859,0.00063347333
2860,0.0
2861,0.06999868
2862,34.26708
2863,180.97702
2864,281.75467
2865,679.77484
2866,767.0123
2867,853.8887
2868,840.04266
2869,724.3445
2870,588.5128
2871,360.04532
2872,182.97403
2873,19.383617
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0022171533
2880,0.00063347333
2881,0.0
2882,0.001266945
2883,0.0069682016
2884,0.0066514583
2885,0.00095021
2886,45.753223
2887,168.6505
2888,463.6275
2889,671.8285
2890,811.8257
2891,864.8413
2892,856.1668
2893,775.9147
2894,643.92633
2895,435.98
2896,190.57712
2897,35.63515
2898,0.0
2899,0.0
2900,0.00031673667
2901,0.0
2902,0.00031673667
2903,0.0
2904,0.0
2905,0.0
2906,0.0
2907,0.0012669433
2908,0.0025338884
2909,0.0072849365
2910,52.63739
2911,262.31433
2912,484.08084
2913,669.9915
2914,801.79865
2915,888.8118
2916,933.4315
2917,790.03186
2918,662.77515
2919,465.5105
2920,208.80267
2921,25.388962
2922,0.0
2923,0.00031673667
2924,0.0
2925,0.0
2926,0.0
2927,0.00031673667
2928,0.059546277
2929,0.11117437
2930,0.0975547
2931,0.095654465
2932,0.015203338
2933,0.06524759
2934,24.837227
2935,83.504715
2936,193.48083
2937,350.71033
2938,456.63934
2939,597.7493
2940,636.956
2941,789.2165
2942,666.30835
2943,439.157
2944,190.06767
2945,18.661177
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.00031673667
2952,0.00031673667
2953,0.0
2954,0.0
2955,0.0
2956,0.0015836817
2957,0.026605902
2958,53.74327
2959,265.29965
2960,494.7205
2961,683.6935
2962,816.78467
2963,878.5628
2964,872.81134
2965,793.45215
2966,644.04236
2967,440.195
2968,212.696
2969,25.772526
2970,0.0
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.00031673667
2977,0.00253389
2978,0.0
2979,0.00063347333
2980,0.0028506266
2981,0.001266945
2982,52.90416
2983,266.82584
2984,499.3515
2985,687.8727
2986,821.55817
2987,884.60034
2988,875.81415
2989,792.969
2990,644.489
2991,445.6855
2992,215.3275
2993,27.230787
2994,0.0
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.00063347165
3001,0.0050677783
3002,0.0
3003,0.00095021
3004,0.00158368
3005,0.00570125
3006,51.28825
3007,198.84483
3008,369.97433
3009,677.9687
3010,816.9503
3011,882.96533
3012,877.04034
3013,791.07465
3014,592.61865
3015,355.43683
3016,83.36718
3017,14.964544
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.00031673667
3023,0.00031673667
3024,0.00095020834
3025,0.020904595
3026,0.04339289
3027,0.0044343034
3028,0.0025338884
3029,0.06873172
3030,51.38693
3031,273.014
3032,500.119
3033,685.82635
3034,820.2785
3035,905.48065
3036,871.23615
3037,797.89136
3038,653.37585
3039,453.729
3040,222.91417
3041,29.008286
3042,0.0
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.00031673667
3052,0.0
3053,0.017737305
3054,56.993248
3055,277.5055
3056,508.246
3057,698.671
3058,834.95465
3059,894.37616
3060,882.83765
3061,796.5225
3062,642.40985
3063,449.67383
3064,223.19766
3065,30.089655
3066,0.0
3067,0.0
3068,0.00063347333
3069,0.00063347333
3070,0.0
3071,0.00063347165
3072,0.0
3073,0.00095021
3074,0.010452307
3075,0.03990872
3076,0.0297732
3077,0.05796278
3078,28.441666
3079,142.78186
3080,196.66867
3081,356.02084
3082,525.69464
3083,681.2418
3084,625.413
3085,417.15234
3086,228.341
3087,187.37033
3088,77.87005
3089,12.366345
3090,0.0022171533
3091,0.0022171533
3092,0.005067777
3093,0.001266945
3094,0.0063347234
3095,0.0063347216
3096,0.00411757
3097,0.004434305
3098,0.004434305
3099,0.0060179867
3100,0.038008343
3101,0.075700015
3102,23.939882
3103,123.68197
3104,430.1835
3105,362.40582
3106,403.885
3107,516.8625
3108,448.371
3109,676.2695
3110,396.16733
3111,312.88733
3112,165.794
3113,21.72305
3114,0.012669445
3115,0.0060179834
3116,0.005384515
3117,0.011719245
3118,0.04434305
3119,0.00886861
3120,0.022171516
3121,0.009818817
3122,0.0763334
3123,0.018053947
3124,0.012035984
3125,0.03927529
3126,57.61803
3127,159.37117
3128,244.1185
3129,574.29865
3130,600.9007
3131,543.6282
3132,442.43216
3133,455.96417
3134,585.22186
3135,430.486
3136,158.84682
3137,34.397564
3138,0.0
3139,0.00063347333
3140,0.006334715
3141,0.00031673667
3142,0.061130118
3143,0.037058186
3144,0.019637626
3145,0.04402628
3146,0.05257822
3147,0.00253389
3148,0.00095021
3149,0.0025338833
3150,60.209934
3151,282.003
3152,513.8572
3153,669.216
3154,772.25415
3155,841.2998
3156,867.99835
3157,780.1952
3158,665.4138
3159,461.42316
3160,180.0604
3161,34.290836
3162,0.0
3163,0.0
3164,0.0
3165,0.00095021
3166,0.0
3167,0.00063347333
3168,0.0
3169,0.00031673667
3170,0.00063347333
3171,0.00285062
3172,0.00095020834
3173,0.009818825
3174,61.387276
3175,285.2865
3176,396.34982
3177,499.62567
3178,861.5615
3179,887.6725
3180,877.70233
3181,776.42816
3182,602.29785
3183,453.62534
3184,173.9255
3185,27.374569
3186,0.0
3187,0.0
3188,0.0
3189,0.00031673667
3190,0.0
3191,0.0
3192,0.00031673667
3193,0.00095021
3194,0.00095021
3195,0.087102406
3196,0.07728372
3197,0.012352717
3198,60.866047
3199,237.50383
3200,460.54218
3201,707.02234
3202,858.0757
3203,753.0053
3204,765.69666
3205,703.38934
3206,548.1092
3207,448.5815
3208,249.52583
3209,31.899157
3210,0.0
3211,0.0
3212,0.00031673667
3213,0.0
3214,0.0
3215,0.00031673667
3216,0.0
3217,0.00063347165
3218,0.00031673667
3219,0.0
3220,0.004117577
3221,0.1909918
3222,32.401802
3223,162.82057
3224,412.18115
3225,721.924
3226,781.8497
3227,935.919
3228,728.175
3229,788.9355
3230,655.95386
3231,453.94968
3232,232.24033
3233,31.66795
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.0
3239,0.0
3240,0.0
3241,0.0
3242,0.0
3243,0.00031673667
3244,0.0015836817
3245,0.0053845164
3246,64.90539
3247,290.14816
3248,521.91235
3249,673.44714
3250,876.47815
3251,956.894
3252,925.1655
3253,835.4813
3254,652.581
3255,472.119
3256,176.64418
3257,26.037619
3258,0.0
3259,0.0
3260,0.00031673667
3261,0.0
3262,0.0
3263,0.0
3264,0.00031673667
3265,0.00063347333
3266,0.0
3267,0.00031673667
3268,0.00031673667
3269,0.00918535
3270,65.67794
3271,290.42017
3272,525.1655
3273,729.0127
3274,556.38336
3275,563.3232
3276,527.2427
3277,396.24033
3278,665.8875
3279,324.0065
3280,156.64873
3281,29.073866
3282,0.0
3283,0.0
3284,0.0
3285,0.00031673667
3286,0.00031673667
3287,0.0
3288,0.0
3289,0.0
3290,0.0012669467
3291,0.00063347165
3292,0.00095020834
3293,0.031356942
3294,67.63242
3295,290.706
3296,524.06964
3297,723.5878
3298,863.328
3299,926.2812
3300,916.2158
3301,829.8857
3302,674.46765
3303,469.943
3304,233.2475
3305,32.102825
3306,0.0
3307,0.0
3308,0.0
3309,0.0
3310,0.00031673667
3311,0.0
3312,0.00031673667
3313,0.0
3314,0.0
3315,0.00063347333
3316,0.00411757
3317,0.026922584
3318,66.070015
3319,289.30518
3320,524.97235
3321,722.1385
3322,863.56415
3323,925.8408
3324,916.0622
3325,828.7183
3326,675.43384
3327,470.86783
3328,233.917
3329,32.39611
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.00031673667
3338,0.00031673667
3339,0.00095020834
3340,0.00031673667
3341,0.044342987
3342,70.32617
3343,300.33368
3344,533.87384
3345,727.0342
3346,869.2578
3347,759.381
3348,742.288
3349,736.76465
3350,572.1067
3351,446.05215
3352,231.92067
3353,32.77334
3354,0.00031673667
3355,0.00253389
3356,0.008551871
3357,0.04180924
3358,0.009818823
3359,0.028822986
3360,0.010135558
3361,0.0674648
3362,0.0833017
3363,0.008235138
3364,0.059229683
3365,0.07411632
3366,33.79133
3367,160.16516
3368,391.872
3369,656.44135
3370,813.8328
3371,930.3015
3372,921.63214
3373,717.3052
3374,551.12714
3375,475.886
3376,262.7175
3377,15.463383
3378,0.0
3379,0.0
3380,0.00063347333
3381,0.0031673617
3382,0.00031673667
3383,0.00063347333
3384,0.0
3385,0.00031673667
3386,0.00031673667
3387,0.001266945
3388,0.0025338884
3389,0.036107957
3390,69.23056
3391,291.04816
3392,533.433
3393,741.693
3394,802.7233
3395,776.53064
3396,748.257
3397,747.42236
3398,586.489
3399,274.275
3400,153.97934
3401,17.059723
3402,0.00031673667
3403,0.0
3404,0.00031673667
3405,0.00031673667
3406,0.00095021
3407,0.00031673667
3408,0.00095020834
3409,0.00031673667
3410,0.00095021
3411,0.073482744
3412,0.18782447
3413,0.27429354
3414,42.038208
3415,261.18115
3416,403.018
3417,613.93286
3418,789.97485
3419,880.20264
3420,679.589
3421,662.9658
3422,683.93915
3423,402.499
3424,225.1505
3425,12.019528
3426,0.0
3427,0.0
3428,0.0
3429,0.0
3430,0.00063347333
3431,0.00031673667
3432,0.0015836833
3433,0.00095021
3434,0.001266945
3435,0.00095020834
3436,0.0069682
3437,0.08203461
3438,63.521553
3439,293.6645
3440,520.672
3441,732.34265
3442,847.5388
3443,807.8665
3444,1049.4857
3445,671.176
3446,628.6348
3447,426.88367
3448,109.5544
3449,33.638367
3450,0.0
3451,0.0
3452,0.0
3453,0.00031673667
3454,0.0
3455,0.00031673667
3456,0.0
3457,0.00031673667
3458,0.022171557
3459,0.35221067
3460,0.14348133
3461,0.2730265
3462,22.40499
3463,109.24233
3464,272.46432
3465,596.9378
3466,819.85266
3467,782.99786
3468,836.9348
3469,740.4948
3470,657.20886
3471,484.66467
3472,241.90367
3473,34.38489
3474,0.0
3475,0.0
