,0
436,0.11307472
437,8.831883
438,163.56825
439,363.12366
440,635.851
441,854.805
442,802.76965
443,673.019
444,960.52484
445,680.1895
446,198.29817
447,130.97267
448,38.499317
449,2.0299644
450,0.024388675
451,0.019954367
452,0.044976484
453,0.08298492
454,0.049727637
455,0.097237974
456,0.20302783
457,0.16090217
458,0.12669456
459,0.14981633
460,0.08710245
461,5.9543233
462,85.98517
463,255.221
464,354.837
465,419.816
466,268.25262
467,601.32166
468,844.193
469,747.42236
470,146.76343
471,170.99617
472,123.34275
473,10.914413
474,0.0044343085
475,0.0076016667
476,0.034524232
477,0.033257283
478,0.029456466
479,0.058596168
480,0.09375396
481,0.053845134
482,0.063347235
483,0.06778158
484,0.059546366
485,7.468333
486,83.528564
487,404.9115
488,335.84067
489,734.95685
490,257.33466
491,912.60266
492,737.539
493,653.39966
494,425.36017
495,166.21014
496,56.138035
497,3.0102603
498,0.008868609
499,0.0155200735
500,0.01456985
501,0.054161884
502,0.17800584
503,0.06017988
504,0.08836932
505,0.027556045
506,0.03294055
507,0.040542234
508,0.0281895
509,6.8022256
510,56.294167
511,167.61275
512,588.2578
513,428.56183
514,577.2955
515,493.51816
516,748.0518
517,914.4402
518,667.40515
519,376.6805
520,144.57281
521,4.9141717
522,0.0034840966
523,0.017737225
524,0.0028506266
525,0.03452433
526,0.073482715
527,0.08583549
528,0.13112895
529,0.039908733
530,0.07253265
531,0.097871535
532,0.095337585
533,8.979475
534,91.033165
535,300.13815
536,580.9243
537,515.20764
538,409.1005
539,947.6985
540,416.68018
541,747.42236
542,128.91554
543,120.4855
544,58.797035
545,3.6554556
546,0.0
547,0.00031673667
548,0.00063347333
549,0.00095020834
550,0.017737225
551,0.12352712
552,0.07284932
553,0.015836798
554,0.00095020834
555,0.0012669433
556,0.008868607
557,14.869821
558,193.80275
559,445.43567
560,666.039
561,827.83435
562,946.206
563,991.5552
564,883.8652
565,776.5025
566,625.39514
567,301.2735
568,81.919716
569,3.512604
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0019004183
575,0.0047510415
576,0.0028506266
577,0.002850625
578,0.00063347333
579,0.00063347333
580,0.0044343
581,12.9608555
582,189.26958
583,430.46716
584,680.1503
585,807.643
586,913.1773
587,572.60034
588,628.135
589,534.0185
590,466.80518
591,343.47083
592,166.4438
593,5.4941106
594,0.0
595,0.00031673667
596,0.001266945
597,0.00031673667
598,0.00095021
599,0.0060179834
600,0.0063347183
601,0.0060179867
602,0.007284925
603,0.002217155
604,0.00411757
605,14.140707
606,121.94452
607,444.18967
608,544.17816
609,564.5267
610,717.505
611,880.65686
612,677.596
613,618.7835
614,557.70264
615,352.09012
616,31.797167
617,1.6948566
618,0.00031673667
619,0.00063347333
620,0.00063347333
621,0.0022171533
622,0.025338845
623,0.007918402
624,0.006651452
625,0.0038008334
626,0.0012669467
627,0.0022171517
628,0.0066514635
629,17.124664
630,203.25684
631,417.538
632,613.872
633,880.5232
634,970.54834
635,890.726
636,765.2175
637,564.4318
638,653.1773
639,314.11783
640,107.63065
641,3.391306
642,0.0
643,0.0
644,0.00063347333
645,0.00031673667
646,0.001266945
647,0.0022171533
648,0.00095021
649,0.0015836817
650,0.00316736
651,0.0012669467
652,0.0079184
653,13.637388
654,199.92879
655,456.22134
656,682.2295
657,863.43835
658,968.88367
659,1000.9587
660,954.5762
661,829.95
662,643.51715
663,373.94867
664,145.83076
665,3.317499
666,0.0
667,0.0
668,0.00031673667
669,0.00031673667
670,0.00063347333
671,0.0
672,0.00158368
673,0.0
674,0.00063347333
675,0.0015836817
676,0.008551878
677,18.159122
678,143.97984
679,307.36118
680,526.7007
681,665.5418
682,751.3827
683,828.3983
684,617.59
685,527.61865
686,525.2897
687,341.20517
688,101.84385
689,6.674273
690,0.00031673667
691,0.0
692,0.00031673667
693,0.0
694,0.0
695,0.006651468
696,0.0019004167
697,0.00031673667
698,0.005701245
699,0.004434305
700,0.008551865
701,16.431652
702,210.00566
703,423.17783
704,671.21936
705,871.562
706,935.48035
707,984.3102
708,939.76166
709,687.84717
710,666.2872
711,363.84866
712,149.4298
713,5.1577363
714,0.00031673667
715,0.0
716,0.0
717,0.0
718,0.0
719,0.00063347333
720,0.011085766
721,0.009185343
722,0.004751035
723,0.0047510415
724,0.01203597
725,14.62468
726,193.77934
727,281.66833
728,474.8375
729,743.28265
730,772.3622
731,802.10864
732,899.25415
733,830.20966
734,500.70065
735,372.14462
736,143.50516
737,4.047265
738,0.0
739,0.0
740,0.0
741,0.001266945
742,0.0012669433
743,0.00031673667
744,0.00095021
745,0.0076016616
746,0.015520084
747,0.0855188
748,0.032307003
749,12.160132
750,162.67802
751,381.59467
752,667.7633
753,798.8173
754,905.4113
755,974.2485
756,921.3228
757,786.2557
758,570.84467
759,359.40582
760,135.74744
761,3.0343266
762,0.0
763,0.0
764,0.0
765,0.0
766,0.00031673667
767,0.0
768,0.0
769,0.00063347165
770,0.002850625
771,0.008551877
772,0.022805005
773,22.057201
774,178.57133
775,400.951
776,666.5863
777,789.8367
778,899.6273
779,991.78467
780,881.6435
781,841.1875
782,554.1743
783,368.69766
784,110.67585
785,1.719564
786,0.0
787,0.0
788,0.0
789,0.00063347333
790,0.00063347333
791,0.0034840982
792,0.0069681834
793,0.030089924
794,0.008235137
795,0.00316736
796,0.026605839
797,9.617381
798,117.9334
799,456.1865
800,680.33234
801,855.42316
802,944.0362
803,958.1315
804,934.89185
805,804.18884
806,588.291
807,377.777
808,146.16849
809,3.4806182
810,0.0
811,0.0
812,0.00031673667
813,0.0
814,0.0
815,0.00095020834
816,0.001266945
817,0.0022171533
818,0.00095020834
819,0.00158368
820,0.0022171533
821,14.881222
822,193.9946
823,442.63266
824,665.9272
825,841.6257
826,944.57
827,975.1325
828,943.694
829,648.3455
830,504.7835
831,340.16516
832,138.29758
833,2.7758718
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.00063347333
840,0.009818812
841,0.00063347333
842,0.00031673667
843,0.005701252
844,0.0044343066
845,16.771833
846,182.64958
847,406.76984
848,663.9105
849,666.29315
850,610.84784
851,770.00183
852,725.7842
853,572.56714
854,170.41533
855,225.27184
856,132.78554
857,10.1665945
858,0.0
859,0.0
860,0.0
861,0.0
862,0.00031673667
863,0.00095021
864,0.00063347165
865,0.00316736
866,0.027239328
867,0.048777338
868,0.010452294
869,14.281955
870,179.12271
871,420.5895
872,635.138
873,815.608
874,636.70166
875,578.8925
876,620.3855
877,845.1625
878,473.4355
879,348.87933
880,147.04373
881,2.4439409
882,0.048143875
883,0.3683642
884,0.1849738
885,0.22614948
886,0.04561007
887,0.11212473
888,0.04180918
889,0.019954378
890,0.12764475
891,0.0057012415
892,0.0038008334
893,10.658184
894,135.50484
895,310.317
896,471.0215
897,511.4015
898,255.80183
899,905.4565
900,690.74384
901,747.42236
902,594.10815
903,78.5947
904,46.16245
905,1.0819712
906,0.039908774
907,0.07696696
908,0.0563791
909,0.048777368
910,0.16565317
911,0.06588108
912,0.18940817
913,0.14854921
914,0.18275666
915,0.2248825
916,0.1517165
917,4.5166655
918,43.700733
919,56.317932
920,101.56847
921,202.84517
922,275.62466
923,389.9205
924,439.35284
925,402.94717
926,264.25034
927,85.23053
928,19.62564
929,0.30501643
930,0.027239317
931,0.027872767
932,0.09470415
933,0.081717916
934,0.026289096
935,0.027872784
936,0.01773722
937,0.05922965
938,0.0525782
939,0.0620803
940,0.031040117
941,12.176604
942,127.477
943,160.1735
944,504.682
945,487.81317
946,565.29364
947,633.016
948,728.31464
949,707.6625
950,591.4265
951,284.90616
952,100.08438
953,1.1304332
954,0.0
955,0.0
956,0.0
957,0.00063347333
958,0.004434305
959,0.0019004167
960,0.00031673667
961,0.00063347333
962,0.0047510415
963,0.00981882
964,0.0025338884
965,14.774492
966,190.59572
967,352.93317
968,551.9658
969,774.88617
970,588.38916
971,803.3492
972,649.498
973,569.6005
974,270.25366
975,132.23483
976,60.088734
977,0.9099832
978,0.045926735
979,0.06461426
980,0.056379
981,0.098504886
982,0.09755465
983,0.005701252
984,0.002850625
985,0.0047510415
986,0.07348281
987,0.24642079
988,0.15235
989,7.642536
990,95.87842
991,242.10133
992,425.36517
993,485.661
994,563.4742
995,520.9088
996,407.378
997,326.74066
998,250.93134
999,149.39467
1000,37.383457
1001,0.5713927
1002,0.008235135
1003,0.012986173
1004,0.0
1005,0.00031673667
1006,0.0019004167
1007,0.006651453
1008,0.009185347
1009,0.04022548
1010,0.057645984
1011,0.036424648
1012,0.02122132
1013,1.0322437
1014,68.162834
1015,143.14766
1016,500.62616
1017,741.5855
1018,510.12
1019,479.777
1020,401.85184
1021,422.27066
1022,269.5415
1023,138.17534
1024,92.28899
1025,12.033775
1026,0.0
1027,0.00031673667
1028,0.00031673667
1029,0.00063347333
1030,0.00031673667
1031,0.0022171517
1032,0.0012669433
1033,0.00095020834
1034,0.00095020834
1035,0.00031673667
1036,0.0
1037,0.64139134
1038,58.659916
1039,183.83267
1040,376.03183
1041,579.7485
1042,438.0525
1043,828.8223
1044,659.24884
1045,627.376
1046,573.18164
1047,225.3825
1048,163.54439
1049,9.079884
1050,0.0
1051,0.0
1052,0.0
1053,0.00095020834
1054,0.00063347165
1055,0.00095021
1056,0.00063347165
1057,0.00031673667
1058,0.00063347333
1059,0.00095021
1060,0.0022171533
1061,0.7411627
1062,94.68128
1063,280.00183
1064,529.9897
1065,743.615
1066,877.868
1067,879.3588
1068,926.95917
1069,701.89185
1070,714.14166
1071,375.98083
1072,190.9868
1073,26.383186
1074,0.0
1075,0.00031673667
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.00063347333
1081,0.00063347165
1082,0.0
1083,0.0
1084,0.0012669467
1085,0.8162301
1086,101.7429
1087,337.272
1088,557.40784
1089,658.24634
1090,827.8627
1091,926.1978
1092,695.4318
1093,545.5705
1094,590.79083
1095,363.7625
1096,206.64284
1097,18.823969
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.00031673667
1103,0.00031673667
1104,0.0
1105,0.00063347333
1106,0.0
1107,0.0
1108,0.0418092
1109,0.7661856
1110,97.67268
1111,257.3225
1112,499.98666
1113,748.81067
1114,828.04034
1115,902.2525
1116,794.46515
1117,783.6537
1118,604.71
1119,282.29184
1120,165.0782
1121,18.9991
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0019004167
1131,0.00031673667
1132,0.0025338866
1133,0.80165976
1134,80.35568
1135,297.21234
1136,468.407
1137,769.368
1138,854.36835
1139,866.591
1140,624.906
1141,719.4873
1142,573.9528
1143,459.47482
1144,204.90067
1145,21.796528
1146,0.0
1147,0.0
1148,0.00031673667
1149,0.00031673667
1150,0.00063347333
1151,0.00031673667
1152,0.0019004183
1153,0.0031673617
1154,0.011402502
1155,0.02787278
1156,0.00095020834
1157,0.531166
1158,26.268198
1159,237.61171
1160,515.9578
1161,721.258
1162,857.7833
1163,844.35986
1164,692.69165
1165,207.751
1166,124.05725
1167,70.434586
1168,31.100033
1169,2.51077
1170,0.0038008334
1171,0.041809082
1172,0.25497267
1173,0.094704136
1174,0.024388675
1175,0.0019004167
1176,0.0
1177,0.001266945
1178,0.00063347333
1179,0.0022171533
1180,0.005384512
1181,0.53053325
1182,94.39439
1183,305.74884
1184,428.22034
1185,702.7665
1186,751.73315
1187,834.13934
1188,671.93134
1189,375.89484
1190,381.338
1191,145.84567
1192,65.858986
1193,5.5979915
1194,0.0019004167
1195,0.00095020834
1196,0.0
1197,0.0
1198,0.0060179834
1199,0.019004164
1200,0.022805009
1201,0.022804983
1202,0.014886583
1203,0.027556034
1204,0.024388684
1205,0.27049223
1206,42.89435
1207,242.3495
1208,470.73816
1209,593.878
1210,761.9805
1211,824.29517
1212,751.0958
1213,603.836
1214,416.13934
1215,143.63194
1216,52.09835
1217,12.029018
1218,0.00063347333
1219,0.00063347333
1220,0.0
1221,0.001266945
1222,0.012986187
1223,0.0019004167
1224,0.0
1225,0.00158368
1226,0.003484095
1227,0.002850625
1228,0.117826045
1229,0.7756869
1230,58.447365
1231,278.3255
1232,426.58032
1233,562.2988
1234,791.68066
1235,299.95633
1236,341.1825
1237,333.53882
1238,233.6275
1239,119.40097
1240,77.335884
1241,4.7095556
1242,0.017103747
1243,0.02913975
1244,0.0076016616
1245,0.01552007
1246,0.046560217
1247,0.0500443
1248,0.06017988
1249,0.046243485
1250,0.022488283
1251,0.018370686
1252,0.009502078
1253,0.76713514
1254,42.24439
1255,157.03
1256,314.48468
1257,511.81616
1258,655.3995
1259,730.2855
1260,752.0705
1261,540.5242
1262,482.73016
1263,233.5215
1264,123.62855
1265,11.675208
1266,0.0
1267,0.0
1268,0.0
1269,0.001266945
1270,0.011719242
1271,0.012035978
1272,0.0120359585
1273,0.029456528
1274,0.11845935
1275,0.04624345
1276,0.02787277
1277,0.4589503
1278,42.157932
1279,161.10638
1280,268.64282
1281,453.23468
1282,437.68466
1283,614.0288
1284,636.755
1285,513.14514
1286,398.23932
1287,299.82333
1288,84.07895
1289,6.5779862
1290,0.00063347333
1291,0.0057012583
1292,0.016153544
1293,0.026922556
1294,0.00095020834
1295,0.02850625
1296,0.069681965
1297,0.0028506266
1298,0.00063347333
1299,0.00063347333
1300,0.008868603
1301,0.44754758
1302,24.12519
1303,120.04845
1304,505.22983
1305,368.7155
1306,708.4973
1307,751.19635
1308,616.7867
1309,351.39618
1310,380.52567
1311,221.805
1312,69.9541
1313,4.5746274
1314,0.02945645
1315,0.025022166
1316,0.027239315
1317,0.034840986
1318,0.040225465
1319,0.028189512
1320,0.02502215
1321,0.0012669433
1322,0.001900415
1323,0.048777416
1324,0.1418978
1325,0.39528668
1326,45.119087
1327,114.041115
1328,264.43918
1329,658.9578
1330,734.5145
1331,880.65686
1332,791.92334
1333,835.5648
1334,560.8953
1335,152.728
1336,71.41047
1337,5.7110724
1338,0.015203338
1339,0.0076016616
1340,0.019954316
1341,0.015520063
1342,0.00031673667
1343,0.0
1344,0.002850625
1345,0.042125884
1346,0.052578237
1347,0.0022171533
1348,0.0722158
1349,0.4263276
1350,40.802933
1351,224.81534
1352,417.09116
1353,396.5735
1354,401.74133
1355,826.50134
1356,888.964
1357,678.54364
1358,487.281
1359,328.83133
1360,143.52325
1361,9.261684
1362,0.014253128
1363,0.013936392
1364,0.030723404
1365,0.00031673667
1366,0.0
1367,0.001266945
1368,0.00031673667
1369,0.00063347165
1370,0.1266943
1371,0.06556435
1372,0.07379953
1373,0.27872777
1374,43.632004
1375,186.16467
1376,427.34332
1377,549.5523
1378,609.4608
1379,663.2272
1380,631.983
1381,573.2338
1382,547.901
1383,330.49655
1384,165.38663
1385,15.480485
1386,0.0
1387,0.0
1388,0.00031673667
1389,0.012669449
1390,0.00158368
1391,0.00031673667
1392,0.00031673667
1393,0.053845134
1394,0.057645965
1395,0.0091853365
1396,0.00031673667
1397,0.33003828
1398,83.94756
1399,310.30768
1400,529.48
1401,659.112
1402,806.45465
1403,892.21185
1404,510.657
1405,392.96033
1406,294.03717
1407,184.96367
1408,93.87145
1409,9.787773
1410,0.0
1411,0.00095021
1412,0.0019004167
1413,0.00095021
1414,0.0019004167
1415,0.00031673667
1416,0.0031673617
1417,0.00063347333
1418,0.002850625
1419,0.0012669433
1420,0.0034840982
1421,0.4104907
1422,90.64192
1423,148.90222
1424,340.862
1425,587.03766
1426,648.5857
1427,732.51636
1428,844.193
1429,726.662
1430,528.35864
1431,403.12384
1432,159.6891
1433,8.493606
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.00031673667
1439,0.00095020834
1440,0.0
1441,0.00095020834
1442,0.001900415
1443,0.001266945
1444,0.021538047
1445,0.25940663
1446,62.1162
1447,221.647
1448,418.64
1449,601.82117
1450,688.2155
1451,676.65717
1452,696.01184
1453,605.9813
1454,430.44882
1455,229.0225
1456,99.57339
1457,7.6472855
1458,0.00411757
1459,0.00095021
1460,0.0
1461,0.017103741
1462,0.053211667
1463,0.019954389
1464,0.01868743
1465,0.046876926
1466,0.0617635
1467,0.03262379
1468,0.027239306
1469,0.74718016
1470,52.714485
1471,189.746
1472,289.6965
1473,321.407
1474,342.8625
1475,352.62616
1476,300.855
1477,317.33484
1478,181.71066
1479,101.27022
1480,43.445766
1481,3.6383464
1482,0.025338875
1483,0.022488266
1484,0.03230709
1485,0.022805
1486,0.008868607
1487,0.00031673667
1488,0.00095020834
1489,0.00095021
1490,0.00063347333
1491,0.00095020834
1492,0.00031673667
1493,0.40700668
1494,84.498955
1495,299.90683
1496,519.2577
1497,693.8855
1498,818.8615
1499,710.304
1500,501.7085
1501,379.93234
1502,190.47284
1503,288.53384
1504,192.54099
1505,9.176809
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.00095021
1512,0.00063347333
1513,0.00095020834
1514,0.0015836817
1515,0.0022171533
1516,0.03262385
1517,0.43266186
1518,79.89021
1519,178.91849
1520,489.65732
1521,695.16736
1522,822.5312
1523,875.85236
1524,654.22864
1525,516.8912
1526,333.81818
1527,424.36533
1528,183.2183
1529,3.2335584
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.00063347333
1537,0.00063347333
1538,0.00253389
1539,0.0
1540,0.0
1541,0.4811219
1542,60.902073
1543,316.2695
1544,545.80414
1545,708.087
1546,807.7343
1547,893.8912
1548,640.03564
1549,507.3695
1550,560.12585
1551,270.904
1552,109.979866
1553,12.984297
1554,0.00063347333
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.00253389
1560,0.013619659
1561,0.0050677783
1562,0.00095020834
1563,0.013619644
1564,0.018687436
1565,0.031356905
1566,74.73481
1567,296.47415
1568,509.5115
1569,687.4055
1570,819.8605
1571,895.6768
1572,437.16684
1573,492.8925
1574,575.67267
1575,333.252
1576,161.03348
1577,7.4388604
1578,0.03325728
1579,0.053528335
1580,0.00570125
1581,0.083618484
1582,0.29456472
1583,0.1311286
1584,0.07094895
1585,0.050994515
1586,0.021221325
1587,0.026922591
1588,0.0525782
1589,0.0874191
1590,61.03162
1591,237.81534
1592,398.604
1593,646.7008
1594,513.99036
1595,851.77234
1596,597.6127
1597,444.71582
1598,550.519
1599,417.78265
1600,139.18903
1601,11.138979
1602,0.0
1603,0.00031673667
1604,0.0022171533
1605,0.017420487
1606,0.0069681886
1607,0.00063347333
1608,0.0
1609,0.00095020834
1610,0.017420482
1611,0.006651455
1612,0.025022129
1613,0.21379632
1614,34.634495
1615,152.8341
1616,242.28883
1617,573.87134
1618,610.24585
1619,443.822
1620,786.75183
1621,726.8613
1622,553.3807
1623,386.83133
1624,178.30484
1625,15.507722
1626,0.0
1627,0.00063347333
1628,0.00031673667
1629,0.00095021
1630,0.0019004167
1631,0.0025338884
1632,0.0019004167
1633,0.0012669433
1634,0.14728211
1635,0.1494995
1636,0.11465836
1637,0.48935652
1638,42.690662
1639,152.142
1640,259.85516
1641,438.018
1642,516.5937
1643,502.026
1644,677.4847
1645,452.47467
1646,342.051
1647,280.31067
1648,84.00353
1649,9.45902
1650,0.00063347333
1651,0.0
1652,0.00031673667
1653,0.001900415
1654,0.00063347165
1655,0.012035969
1656,0.13334587
1657,0.031356875
1658,0.025655616
1659,0.12289371
1660,0.030406691
1661,0.35537708
1662,73.08851
1663,250.75983
1664,236.67484
1665,459.27417
1666,617.70917
1667,856.30664
1668,834.847
1669,718.46216
1670,589.19684
1671,375.65765
1672,172.77834
1673,13.046048
1674,0.0
1675,0.0
1676,0.00031673667
1677,0.037374865
1678,0.00063347333
1679,0.00316736
1680,0.0028506266
1681,0.00031673667
1682,0.0
1683,0.00095020834
1684,0.0031673617
1685,0.24483702
1686,73.64686
1687,291.0025
1688,418.586
1689,548.1485
1690,635.6387
1691,615.76965
1692,836.266
1693,728.04114
1694,510.0245
1695,216.55217
1696,167.56683
1697,12.803739
1698,0.0
1699,0.00063347333
1700,0.0
1701,0.0
1702,0.00063347333
1703,0.0
1704,0.00063347333
1705,0.00063347333
1706,0.0
1707,0.00823514
1708,0.0034840982
1709,0.1764223
1710,71.57633
1711,288.37067
1712,504.186
1713,680.1843
1714,802.7917
1715,855.93616
1716,846.3522
1717,795.2865
1718,593.57684
1719,359.2355
1720,143.89053
1721,12.391998
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.00063347333
1730,0.00095020834
1731,0.00063347333
1732,0.00095020834
1733,0.23818555
1734,69.01902
1735,265.63617
1736,546.44635
1737,686.57684
1738,827.386
1739,825.164
1740,841.5365
1741,753.6475
1742,603.2578
1743,400.0075
1744,145.5416
1745,13.40681
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.00031673667
1752,0.0
1753,0.0
1754,0.00063347165
1755,0.0012669467
1756,0.00095021
1757,0.13271247
1758,66.09651
1759,117.4426
1760,357.69766
1761,550.07367
1762,390.15182
1763,355.24133
1764,290.469
1765,639.611
1766,603.939
1767,344.691
1768,123.37955
1769,12.5519495
1770,0.00095021
1771,0.006651453
1772,0.0015836817
1773,0.00095021
1774,0.00253389
1775,0.00095021
1776,0.0022171533
1777,0.09217035
1778,0.09026982
1779,0.10895712
1780,0.046243485
1781,0.20841232
1782,21.769594
1783,91.69482
1784,237.35066
1785,363.98566
1786,712.785
1787,730.38
1788,498.65
1789,620.7392
